sex,variable_code,region_name,variable_name,units,year,value,iso_code
Female,POVRATE,Zimbabwe,"Poverty rate, $1.90 threshold",Percent of population,2027,34.63451,ZWE
Male,POVRATE,Afghanistan,"Poverty rate, $1.90 threshold",Percent of population,2027,40.79567,AFG
Male,POVRATE,Albania,"Poverty rate, $1.90 threshold",Percent of population,2027,0.9633859,ALB
Male,POVRATE,Algeria,"Poverty rate, $1.90 threshold",Percent of population,2027,0.6624953,DZA
Male,POVRATE,Angola,"Poverty rate, $1.90 threshold",Percent of population,2027,48.90097,AGO
Male,POVRATE,Argentina,"Poverty rate, $1.90 threshold",Percent of population,2027,3.952317,ARG
Male,POVRATE,Armenia,"Poverty rate, $1.90 threshold",Percent of population,2027,0.5010723,ARM
Male,POVRATE,Australia,"Poverty rate, $1.90 threshold",Percent of population,2027,0.3390609,AUS
Male,POVRATE,Austria,"Poverty rate, $1.90 threshold",Percent of population,2027,0.2744635,AUT
Male,POVRATE,Azerbaijan,"Poverty rate, $1.90 threshold",Percent of population,2027,0.004125148,AZE
Male,POVRATE,Bahamas,"Poverty rate, $1.90 threshold",Percent of population,2027,0.1455871,BHS
Male,POVRATE,Bahrain,"Poverty rate, $1.90 threshold",Percent of population,2027,0.06831861,BHR
Male,POVRATE,Bangladesh,"Poverty rate, $1.90 threshold",Percent of population,2027,3.872604,BGD
Male,POVRATE,Barbados,"Poverty rate, $1.90 threshold",Percent of population,2027,4.907057,BRB
Male,POVRATE,Belarus,"Poverty rate, $1.90 threshold",Percent of population,2027,0.05597243,BLR
Male,POVRATE,Belgium,"Poverty rate, $1.90 threshold",Percent of population,2027,0.08514703,BEL
Male,POVRATE,Belize,"Poverty rate, $1.90 threshold",Percent of population,2027,15.82497,BLZ
Male,POVRATE,Benin,"Poverty rate, $1.90 threshold",Percent of population,2027,37.56686,BEN
Male,POVRATE,Bhutan,"Poverty rate, $1.90 threshold",Percent of population,2027,3.230275,BTN
Male,POVRATE,Bolivia,"Poverty rate, $1.90 threshold",Percent of population,2027,5.740026,BOL
Male,POVRATE,Bosnia and Herzegovina,"Poverty rate, $1.90 threshold",Percent of population,2027,0.7223412,BIH
Male,POVRATE,Botswana,"Poverty rate, $1.90 threshold",Percent of population,2027,15.22573,BWA
Male,POVRATE,Brazil,"Poverty rate, $1.90 threshold",Percent of population,2027,3.565877,BRA
Male,POVRATE,Brunei Darussalam,"Poverty rate, $1.90 threshold",Percent of population,2027,0.006138606,BRN
Male,POVRATE,Bulgaria,"Poverty rate, $1.90 threshold",Percent of population,2027,0.7565645,BGR
Male,POVRATE,Burkina Faso,"Poverty rate, $1.90 threshold",Percent of population,2027,23.29484,BFA
Male,POVRATE,Burundi,"Poverty rate, $1.90 threshold",Percent of population,2027,75.86823,BDI
Male,POVRATE,Cabo Verde,"Poverty rate, $1.90 threshold",Percent of population,2027,2.7853,CPV
Male,POVRATE,Cambodia,"Poverty rate, $1.90 threshold",Percent of population,2027,14.06414,KHM
Male,POVRATE,Cameroon,"Poverty rate, $1.90 threshold",Percent of population,2027,19.32614,CMR
Male,POVRATE,Canada,"Poverty rate, $1.90 threshold",Percent of population,2027,0.1988533,CAN
Male,POVRATE,Central African Republic,"Poverty rate, $1.90 threshold",Percent of population,2027,74.41583,CAF
Male,POVRATE,Chad,"Poverty rate, $1.90 threshold",Percent of population,2027,40.3084,TCD
Male,POVRATE,Chile,"Poverty rate, $1.90 threshold",Percent of population,2027,0.3027108,CHL
Male,POVRATE,China,"Poverty rate, $1.90 threshold",Percent of population,2027,0.04405298,CHN
Male,POVRATE,Colombia,"Poverty rate, $1.90 threshold",Percent of population,2027,3.001567,COL
Male,POVRATE,Comoros,"Poverty rate, $1.90 threshold",Percent of population,2027,16.93731,COM
Male,POVRATE,Congo Republic,"Poverty rate, $1.90 threshold",Percent of population,2027,47.28884,COG
Male,POVRATE,DR Congo,"Poverty rate, $1.90 threshold",Percent of population,2027,65.58676,COD
Male,POVRATE,Costa Rica,"Poverty rate, $1.90 threshold",Percent of population,2027,0.9686838,CRI
Male,POVRATE,Cote d'Ivoire,"Poverty rate, $1.90 threshold",Percent of population,2027,16.34353,CIV
Male,POVRATE,Croatia,"Poverty rate, $1.90 threshold",Percent of population,2027,0.1421297,HRV
Male,POVRATE,Cuba,"Poverty rate, $1.90 threshold",Percent of population,2027,1.640595,CUB
Male,POVRATE,Cyprus,"Poverty rate, $1.90 threshold",Percent of population,2027,0.1039671,CYP
Male,POVRATE,Czech Republic,"Poverty rate, $1.90 threshold",Percent of population,2027,0.06663382,CZE
Male,POVRATE,Denmark,"Poverty rate, $1.90 threshold",Percent of population,2027,0.04533646,DNK
Male,POVRATE,Djibouti,"Poverty rate, $1.90 threshold",Percent of population,2027,13.80456,DJI
Male,POVRATE,Dominican Republic,"Poverty rate, $1.90 threshold",Percent of population,2027,0.4281695,DOM
Male,POVRATE,Ecuador,"Poverty rate, $1.90 threshold",Percent of population,2027,2.704484,ECU
Male,POVRATE,Egypt,"Poverty rate, $1.90 threshold",Percent of population,2027,5.013996,EGY
Male,POVRATE,El Salvador,"Poverty rate, $1.90 threshold",Percent of population,2027,1.777052,SLV
Male,POVRATE,Equatorial Guinea,"Poverty rate, $1.90 threshold",Percent of population,2027,1.463845,GNQ
Male,POVRATE,Eritrea,"Poverty rate, $1.90 threshold",Percent of population,2027,39.52924,ERI
Male,POVRATE,Estonia,"Poverty rate, $1.90 threshold",Percent of population,2027,0.2529305,EST
Male,POVRATE,Eswatini,"Poverty rate, $1.90 threshold",Percent of population,2027,25.12511,SWZ
Male,POVRATE,Ethiopia,"Poverty rate, $1.90 threshold",Percent of population,2027,13.3292,ETH
Male,POVRATE,Fiji,"Poverty rate, $1.90 threshold",Percent of population,2027,0.6604611,FJI
Male,POVRATE,Finland,"Poverty rate, $1.90 threshold",Percent of population,2027,0.06422288,FIN
Male,POVRATE,France,"Poverty rate, $1.90 threshold",Percent of population,2027,0.08064903,FRA
Male,POVRATE,Gabon,"Poverty rate, $1.90 threshold",Percent of population,2027,0.9892465,GAB
Male,POVRATE,Gambia,"Poverty rate, $1.90 threshold",Percent of population,2027,6.076963,GMB
Male,POVRATE,Georgia,"Poverty rate, $1.90 threshold",Percent of population,2027,2.969006,GEO
Male,POVRATE,Germany,"Poverty rate, $1.90 threshold",Percent of population,2027,0.06613645,DEU
Male,POVRATE,Ghana,"Poverty rate, $1.90 threshold",Percent of population,2027,9.198054,GHA
Male,POVRATE,Greece,"Poverty rate, $1.90 threshold",Percent of population,2027,0.5803288,GRC
Male,POVRATE,Grenada,"Poverty rate, $1.90 threshold",Percent of population,2027,6.885982,GRD
Male,POVRATE,Guatemala,"Poverty rate, $1.90 threshold",Percent of population,2027,6.161812,GTM
Male,POVRATE,Guinea,"Poverty rate, $1.90 threshold",Percent of population,2027,23.08911,GIN
Male,POVRATE,Guinea-Bissau,"Poverty rate, $1.90 threshold",Percent of population,2027,60.19468,GNB
Male,POVRATE,Guyana,"Poverty rate, $1.90 threshold",Percent of population,2027,0.1115364,GUY
Male,POVRATE,Haiti,"Poverty rate, $1.90 threshold",Percent of population,2027,29.48946,HTI
Male,POVRATE,Honduras,"Poverty rate, $1.90 threshold",Percent of population,2027,19.78883,HND
Male,POVRATE,Hong Kong,"Poverty rate, $1.90 threshold",Percent of population,2027,0.1758322,HKG
Male,POVRATE,Hungary,"Poverty rate, $1.90 threshold",Percent of population,2027,0.1621488,HUN
Male,POVRATE,Iceland,"Poverty rate, $1.90 threshold",Percent of population,2027,0.1656552,ISL
Male,POVRATE,India,"Poverty rate, $1.90 threshold",Percent of population,2027,4.637598,IND
Male,POVRATE,Indonesia,"Poverty rate, $1.90 threshold",Percent of population,2027,2.109668,IDN
Male,POVRATE,Iran,"Poverty rate, $1.90 threshold",Percent of population,2027,0.6704608,IRN
Male,POVRATE,Iraq,"Poverty rate, $1.90 threshold",Percent of population,2027,0.8080533,IRQ
Male,POVRATE,Ireland,"Poverty rate, $1.90 threshold",Percent of population,2027,0.006026683,IRL
Male,POVRATE,Israel,"Poverty rate, $1.90 threshold",Percent of population,2027,0.4568419,ISR
Male,POVRATE,Italy,"Poverty rate, $1.90 threshold",Percent of population,2027,1.112516,ITA
Male,POVRATE,Jamaica,"Poverty rate, $1.90 threshold",Percent of population,2027,2.07477,JAM
Male,POVRATE,Japan,"Poverty rate, $1.90 threshold",Percent of population,2027,0.5949804,JPN
Male,POVRATE,Jordan,"Poverty rate, $1.90 threshold",Percent of population,2027,0.2268085,JOR
Male,POVRATE,Kazakhstan,"Poverty rate, $1.90 threshold",Percent of population,2027,0.01059551,KAZ
Male,POVRATE,Kenya,"Poverty rate, $1.90 threshold",Percent of population,2027,24.09778,KEN
Male,POVRATE,North Korea,"Poverty rate, $1.90 threshold",Percent of population,2027,25.96336,PRK
Male,POVRATE,South Korea,"Poverty rate, $1.90 threshold",Percent of population,2027,0.1993906,KOR
Male,POVRATE,Kosovo,"Poverty rate, $1.90 threshold",Percent of population,2027,2.183654,XKX
Male,POVRATE,Kuwait,"Poverty rate, $1.90 threshold",Percent of population,2027,0.08829524,KWT
Male,POVRATE,Kyrgyz Republic,"Poverty rate, $1.90 threshold",Percent of population,2027,2.204375,KGZ
Male,POVRATE,Laos,"Poverty rate, $1.90 threshold",Percent of population,2027,6.407877,LAO
Male,POVRATE,Latvia,"Poverty rate, $1.90 threshold",Percent of population,2027,0.567154,LVA
Male,POVRATE,Lebanon,"Poverty rate, $1.90 threshold",Percent of population,2027,12.93326,LBN
Male,POVRATE,Lesotho,"Poverty rate, $1.90 threshold",Percent of population,2027,39.80102,LSO
Male,POVRATE,Liberia,"Poverty rate, $1.90 threshold",Percent of population,2027,54.23199,LBR
Male,POVRATE,Libya,"Poverty rate, $1.90 threshold",Percent of population,2027,0.2312067,LBY
Male,POVRATE,Lithuania,"Poverty rate, $1.90 threshold",Percent of population,2027,0.3608582,LTU
Male,POVRATE,Luxembourg,"Poverty rate, $1.90 threshold",Percent of population,2027,0.1051208,LUX
Male,POVRATE,North Macedonia,"Poverty rate, $1.90 threshold",Percent of population,2027,5.009619,MKD
Male,POVRATE,Madagascar,"Poverty rate, $1.90 threshold",Percent of population,2027,70.52003,MDG
Male,POVRATE,Malawi,"Poverty rate, $1.90 threshold",Percent of population,2027,61.36721,MWI
Male,POVRATE,Malaysia,"Poverty rate, $1.90 threshold",Percent of population,2027,0.1282347,MYS
Male,POVRATE,Maldives,"Poverty rate, $1.90 threshold",Percent of population,2027,3.537372,MDV
Male,POVRATE,Mali,"Poverty rate, $1.90 threshold",Percent of population,2027,40.60846,MLI
Male,POVRATE,Malta,"Poverty rate, $1.90 threshold",Percent of population,2027,0.04768356,MLT
Male,POVRATE,Mauritania,"Poverty rate, $1.90 threshold",Percent of population,2027,6.999896,MRT
Male,POVRATE,Mauritius,"Poverty rate, $1.90 threshold",Percent of population,2027,0.6840785,MUS
Male,POVRATE,Mexico,"Poverty rate, $1.90 threshold",Percent of population,2027,1.86278,MEX
Male,POVRATE,"Micronesia, Fed. Sts.","Poverty rate, $1.90 threshold",Percent of population,2027,15.47239,FSM
Male,POVRATE,Moldova,"Poverty rate, $1.90 threshold",Percent of population,2027,0.3375903,MDA
Male,POVRATE,Mongolia,"Poverty rate, $1.90 threshold",Percent of population,2027,0.08527166,MNG
Male,POVRATE,Montenegro,"Poverty rate, $1.90 threshold",Percent of population,2027,1.886161,MNE
Male,POVRATE,Morocco,"Poverty rate, $1.90 threshold",Percent of population,2027,0.6214896,MAR
Male,POVRATE,Mozambique,"Poverty rate, $1.90 threshold",Percent of population,2027,58.25401,MOZ
Male,POVRATE,Myanmar,"Poverty rate, $1.90 threshold",Percent of population,2027,3.312875,MMR
Male,POVRATE,Namibia,"Poverty rate, $1.90 threshold",Percent of population,2027,20.3868,NAM
Male,POVRATE,Nepal,"Poverty rate, $1.90 threshold",Percent of population,2027,4.434618,NPL
Male,POVRATE,Netherlands,"Poverty rate, $1.90 threshold",Percent of population,2027,0.07519124,NLD
Male,POVRATE,New Zealand,"Poverty rate, $1.90 threshold",Percent of population,2027,0.0149678,NZL
Male,POVRATE,Nicaragua,"Poverty rate, $1.90 threshold",Percent of population,2027,2.896961,NIC
Male,POVRATE,Niger,"Poverty rate, $1.90 threshold",Percent of population,2027,27.90293,NER
Male,POVRATE,Nigeria,"Poverty rate, $1.90 threshold",Percent of population,2027,41.2546,NGA
Male,POVRATE,Norway,"Poverty rate, $1.90 threshold",Percent of population,2027,0.1146606,NOR
Male,POVRATE,Oman,"Poverty rate, $1.90 threshold",Percent of population,2027,0.05298337,OMN
Male,POVRATE,Pakistan,"Poverty rate, $1.90 threshold",Percent of population,2027,1.776582,PAK
Male,POVRATE,Palestine,"Poverty rate, $1.90 threshold",Percent of population,2027,2.012574,PSE
Male,POVRATE,Panama,"Poverty rate, $1.90 threshold",Percent of population,2027,2.28098,PAN
Male,POVRATE,Papua New Guinea,"Poverty rate, $1.90 threshold",Percent of population,2027,14.25491,PNG
Male,POVRATE,Paraguay,"Poverty rate, $1.90 threshold",Percent of population,2027,0.7268137,PRY
Male,POVRATE,Peru,"Poverty rate, $1.90 threshold",Percent of population,2027,2.888798,PER
Male,POVRATE,Philippines,"Poverty rate, $1.90 threshold",Percent of population,2027,4.698324,PHL
Male,POVRATE,Poland,"Poverty rate, $1.90 threshold",Percent of population,2027,0.05630777,POL
Male,POVRATE,Portugal,"Poverty rate, $1.90 threshold",Percent of population,2027,0.255788,PRT
Male,POVRATE,Puerto Rico,"Poverty rate, $1.90 threshold",Percent of population,2027,0.03641239,PRI
Male,POVRATE,Qatar,"Poverty rate, $1.90 threshold",Percent of population,2027,0.03804973,QAT
Male,POVRATE,Romania,"Poverty rate, $1.90 threshold",Percent of population,2027,1.417581,ROU
Male,POVRATE,Russia,"Poverty rate, $1.90 threshold",Percent of population,2027,0.02165093,RUS
Male,POVRATE,Rwanda,"Poverty rate, $1.90 threshold",Percent of population,2027,45.86131,RWA
Male,POVRATE,Samoa,"Poverty rate, $1.90 threshold",Percent of population,2027,0.4988221,WSM
Male,POVRATE,Sao Tome and Principe,"Poverty rate, $1.90 threshold",Percent of population,2027,39.14164,STP
Male,POVRATE,Saudi Arabia,"Poverty rate, $1.90 threshold",Percent of population,2027,0.02131937,SAU
Male,POVRATE,Senegal,"Poverty rate, $1.90 threshold",Percent of population,2027,23.79424,SEN
Male,POVRATE,Serbia,"Poverty rate, $1.90 threshold",Percent of population,2027,2.031449,SRB
Male,POVRATE,Seychelles,"Poverty rate, $1.90 threshold",Percent of population,2027,1.052794,SYC
Male,POVRATE,Sierra Leone,"Poverty rate, $1.90 threshold",Percent of population,2027,43.49078,SLE
Male,POVRATE,Singapore,"Poverty rate, $1.90 threshold",Percent of population,2027,0.02800631,SGP
Male,POVRATE,Slovakia,"Poverty rate, $1.90 threshold",Percent of population,2027,0.557173,SVK
Male,POVRATE,Slovenia,"Poverty rate, $1.90 threshold",Percent of population,2027,0.0175989,SVN
Male,POVRATE,Solomon Islands,"Poverty rate, $1.90 threshold",Percent of population,2027,26.9001,SLB
Male,POVRATE,Somalia,"Poverty rate, $1.90 threshold",Percent of population,2027,55.34731,SOM
Male,POVRATE,South Africa,"Poverty rate, $1.90 threshold",Percent of population,2027,18.16654,ZAF
Male,POVRATE,Spain,"Poverty rate, $1.90 threshold",Percent of population,2027,0.4489613,ESP
Male,POVRATE,Sri Lanka,"Poverty rate, $1.90 threshold",Percent of population,2027,0.5356595,LKA
Male,POVRATE,St. Lucia,"Poverty rate, $1.90 threshold",Percent of population,2027,4.493521,LCA
Male,POVRATE,St. Vincent and the Grenadines,"Poverty rate, $1.90 threshold",Percent of population,2027,13.80939,VCT
Male,POVRATE,Sudan,"Poverty rate, $1.90 threshold",Percent of population,2027,9.726622,SDN
Male,POVRATE,South Sudan,"Poverty rate, $1.90 threshold",Percent of population,2027,82.35403,SSD
Male,POVRATE,Suriname,"Poverty rate, $1.90 threshold",Percent of population,2027,16.93495,SUR
Male,POVRATE,Sweden,"Poverty rate, $1.90 threshold",Percent of population,2027,0.1365539,SWE
Male,POVRATE,Switzerland,"Poverty rate, $1.90 threshold",Percent of population,2027,0.05514418,CHE
Male,POVRATE,Syria,"Poverty rate, $1.90 threshold",Percent of population,2027,34.10083,SYR
Male,POVRATE,Taiwan,"Poverty rate, $1.90 threshold",Percent of population,2027,0.01217768,TWN
Male,POVRATE,Tajikistan,"Poverty rate, $1.90 threshold",Percent of population,2027,1.376924,TJK
Male,POVRATE,Tanzania,"Poverty rate, $1.90 threshold",Percent of population,2027,38.50535,TZA
Male,POVRATE,Thailand,"Poverty rate, $1.90 threshold",Percent of population,2027,0.05289108,THA
Male,POVRATE,Timor-Leste,"Poverty rate, $1.90 threshold",Percent of population,2027,29.13709,TLS
Male,POVRATE,Togo,"Poverty rate, $1.90 threshold",Percent of population,2027,42.44627,TGO
Male,POVRATE,Tonga,"Poverty rate, $1.90 threshold",Percent of population,2027,2.244194,TON
Male,POVRATE,Trinidad and Tobago,"Poverty rate, $1.90 threshold",Percent of population,2027,0.5240592,TTO
Male,POVRATE,Tunisia,"Poverty rate, $1.90 threshold",Percent of population,2027,0.4307346,TUN
Male,POVRATE,Türkiye,"Poverty rate, $1.90 threshold",Percent of population,2027,0.100732,TUR
Male,POVRATE,Turkmenistan,"Poverty rate, $1.90 threshold",Percent of population,2027,0.1554835,TKM
Male,POVRATE,Uganda,"Poverty rate, $1.90 threshold",Percent of population,2027,30.37113,UGA
Male,POVRATE,Ukraine,"Poverty rate, $1.90 threshold",Percent of population,2027,0.02337325,UKR
Male,POVRATE,United Arab Emirates,"Poverty rate, $1.90 threshold",Percent of population,2027,0.07914878,ARE
Male,POVRATE,United Kingdom,"Poverty rate, $1.90 threshold",Percent of population,2027,0.2276945,GBR
Male,POVRATE,United States,"Poverty rate, $1.90 threshold",Percent of population,2027,0.8652298,USA
Male,POVRATE,Uruguay,"Poverty rate, $1.90 threshold",Percent of population,2027,0.176359,URY
Male,POVRATE,Uzbekistan,"Poverty rate, $1.90 threshold",Percent of population,2027,5.592179,UZB
Male,POVRATE,Vanuatu,"Poverty rate, $1.90 threshold",Percent of population,2027,17.02823,VUT
Male,POVRATE,Venezuela,"Poverty rate, $1.90 threshold",Percent of population,2027,67.12392,VEN
Male,POVRATE,Vietnam,"Poverty rate, $1.90 threshold",Percent of population,2027,0.4439416,VNM
Male,POVRATE,Yemen,"Poverty rate, $1.90 threshold",Percent of population,2027,45.70749,YEM
Male,POVRATE,Zambia,"Poverty rate, $1.90 threshold",Percent of population,2027,56.13936,ZMB
Male,POVRATE,Zimbabwe,"Poverty rate, $1.90 threshold",Percent of population,2027,33.76007,ZWE
Female,POVCOUNT,Afghanistan,"Poverty headcount, $1.90 threshold",Million people,2028,9.177003,AFG
Female,POVCOUNT,Albania,"Poverty headcount, $1.90 threshold",Million people,2028,0.013065,ALB
Female,POVCOUNT,Algeria,"Poverty headcount, $1.90 threshold",Million people,2028,0.196317,DZA
Female,POVCOUNT,Angola,"Poverty headcount, $1.90 threshold",Million people,2028,10.28185,AGO
Female,POVCOUNT,Argentina,"Poverty headcount, $1.90 threshold",Million people,2028,0.984508,ARG
Female,POVCOUNT,Armenia,"Poverty headcount, $1.90 threshold",Million people,2028,0.007382,ARM
Female,POVCOUNT,Australia,"Poverty headcount, $1.90 threshold",Million people,2028,0.036432,AUS
Female,POVCOUNT,Austria,"Poverty headcount, $1.90 threshold",Million people,2028,0.00587,AUT
Female,POVCOUNT,Azerbaijan,"Poverty headcount, $1.90 threshold",Million people,2028,0.000538,AZE
Female,POVCOUNT,Bahamas,"Poverty headcount, $1.90 threshold",Million people,2028,0.000426,BHS
Female,POVCOUNT,Bahrain,"Poverty headcount, $1.90 threshold",Million people,2028,0.000636,BHR
Female,POVCOUNT,Bangladesh,"Poverty headcount, $1.90 threshold",Million people,2028,3.563899,BGD
Female,POVCOUNT,Barbados,"Poverty headcount, $1.90 threshold",Million people,2028,0.006809,BRB
Female,POVCOUNT,Belarus,"Poverty headcount, $1.90 threshold",Million people,2028,0.002092,BLR
Female,POVCOUNT,Belgium,"Poverty headcount, $1.90 threshold",Million people,2028,0.003965,BEL
Female,POVCOUNT,Belize,"Poverty headcount, $1.90 threshold",Million people,2028,0.035459,BLZ
Female,POVCOUNT,Benin,"Poverty headcount, $1.90 threshold",Million people,2028,2.968432,BEN
Female,POVCOUNT,Bhutan,"Poverty headcount, $1.90 threshold",Million people,2028,0.011062,BTN
Female,POVCOUNT,Bolivia,"Poverty headcount, $1.90 threshold",Million people,2028,0.359436,BOL
Female,POVCOUNT,Bosnia and Herzegovina,"Poverty headcount, $1.90 threshold",Million people,2028,0.010847,BIH
Female,POVCOUNT,Botswana,"Poverty headcount, $1.90 threshold",Million people,2028,0.195798,BWA
Female,POVCOUNT,Brazil,"Poverty headcount, $1.90 threshold",Million people,2028,4.032707,BRA
Female,POVCOUNT,Brunei Darussalam,"Poverty headcount, $1.90 threshold",Million people,2028,5.4e-05,BRN
Female,POVCOUNT,Bulgaria,"Poverty headcount, $1.90 threshold",Million people,2028,0.018895,BGR
Female,POVCOUNT,Burkina Faso,"Poverty headcount, $1.90 threshold",Million people,2028,3.053151,BFA
Female,POVCOUNT,Burundi,"Poverty headcount, $1.90 threshold",Million people,2028,5.800214,BDI
Female,POVCOUNT,Cabo Verde,"Poverty headcount, $1.90 threshold",Million people,2028,0.007426,CPV
Female,POVCOUNT,Cambodia,"Poverty headcount, $1.90 threshold",Million people,2028,1.268212,KHM
Female,POVCOUNT,Cameroon,"Poverty headcount, $1.90 threshold",Million people,2028,3.410036,CMR
Female,POVCOUNT,Canada,"Poverty headcount, $1.90 threshold",Million people,2028,0.038207,CAN
Female,POVCOUNT,Central African Republic,"Poverty headcount, $1.90 threshold",Million people,2028,2.157915,CAF
Female,POVCOUNT,Chad,"Poverty headcount, $1.90 threshold",Million people,2028,4.556737,TCD
Female,POVCOUNT,Chile,"Poverty headcount, $1.90 threshold",Million people,2028,0.014929,CHL
Female,POVCOUNT,China,"Poverty headcount, $1.90 threshold",Million people,2028,0.308316,CHN
Female,POVCOUNT,Colombia,"Poverty headcount, $1.90 threshold",Million people,2028,0.944678,COL
Female,POVCOUNT,Comoros,"Poverty headcount, $1.90 threshold",Million people,2028,0.085166,COM
Female,POVCOUNT,Congo Republic,"Poverty headcount, $1.90 threshold",Million people,2028,1.521063,COG
Female,POVCOUNT,DR Congo,"Poverty headcount, $1.90 threshold",Million people,2028,37.22951,COD
Female,POVCOUNT,Costa Rica,"Poverty headcount, $1.90 threshold",Million people,2028,0.014828,CRI
Female,POVCOUNT,Cote d'Ivoire,"Poverty headcount, $1.90 threshold",Million people,2028,2.562718,CIV
Female,POVCOUNT,Croatia,"Poverty headcount, $1.90 threshold",Million people,2028,0.002102,HRV
Female,POVCOUNT,Cuba,"Poverty headcount, $1.90 threshold",Million people,2028,0.069068,CUB
Female,POVCOUNT,Cyprus,"Poverty headcount, $1.90 threshold",Million people,2028,0.000628,CYP
Female,POVCOUNT,Czech Republic,"Poverty headcount, $1.90 threshold",Million people,2028,0.002908,CZE
Female,POVCOUNT,Denmark,"Poverty headcount, $1.90 threshold",Million people,2028,0.001026,DNK
Female,POVCOUNT,Djibouti,"Poverty headcount, $1.90 threshold",Million people,2028,0.072958,DJI
Female,POVCOUNT,Dominican Republic,"Poverty headcount, $1.90 threshold",Million people,2028,0.014963,DOM
Female,POVCOUNT,Ecuador,"Poverty headcount, $1.90 threshold",Million people,2028,0.249231,ECU
Female,POVCOUNT,Egypt,"Poverty headcount, $1.90 threshold",Million people,2028,2.876722,EGY
Female,POVCOUNT,El Salvador,"Poverty headcount, $1.90 threshold",Million people,2028,0.045642,SLV
Female,POVCOUNT,Equatorial Guinea,"Poverty headcount, $1.90 threshold",Million people,2028,0.019323,GNQ
Female,POVCOUNT,Eritrea,"Poverty headcount, $1.90 threshold",Million people,2028,0.731264,ERI
Female,POVCOUNT,Estonia,"Poverty headcount, $1.90 threshold",Million people,2028,0.001222,EST
Female,POVCOUNT,Eswatini,"Poverty headcount, $1.90 threshold",Million people,2028,0.166033,SWZ
Female,POVCOUNT,Ethiopia,"Poverty headcount, $1.90 threshold",Million people,2028,9.415507,ETH
Female,POVCOUNT,Fiji,"Poverty headcount, $1.90 threshold",Million people,2028,0.003693,FJI
Female,POVCOUNT,Finland,"Poverty headcount, $1.90 threshold",Million people,2028,0.001612,FIN
Female,POVCOUNT,France,"Poverty headcount, $1.90 threshold",Million people,2028,0.023312,FRA
Female,POVCOUNT,Gabon,"Poverty headcount, $1.90 threshold",Million people,2028,0.014764,GAB
Female,POVCOUNT,Gambia,"Poverty headcount, $1.90 threshold",Million people,2028,0.08838,GMB
Female,POVCOUNT,Georgia,"Poverty headcount, $1.90 threshold",Million people,2028,0.049379,GEO
Female,POVCOUNT,Germany,"Poverty headcount, $1.90 threshold",Million people,2028,0.026319,DEU
Female,POVCOUNT,Ghana,"Poverty headcount, $1.90 threshold",Million people,2028,1.473053,GHA
Female,POVCOUNT,Greece,"Poverty headcount, $1.90 threshold",Million people,2028,0.023736,GRC
Female,POVCOUNT,Grenada,"Poverty headcount, $1.90 threshold",Million people,2028,0.004141,GRD
Female,POVCOUNT,Guatemala,"Poverty headcount, $1.90 threshold",Million people,2028,0.623205,GTM
Female,POVCOUNT,Guinea,"Poverty headcount, $1.90 threshold",Million people,2028,2.058638,GIN
Female,POVCOUNT,Guinea-Bissau,"Poverty headcount, $1.90 threshold",Million people,2028,0.740067,GNB
Female,POVCOUNT,Guyana,"Poverty headcount, $1.90 threshold",Million people,2028,0.000404,GUY
Female,POVCOUNT,Haiti,"Poverty headcount, $1.90 threshold",Million people,2028,1.902438,HTI
Female,POVCOUNT,Honduras,"Poverty headcount, $1.90 threshold",Million people,2028,1.044032,HND
Female,POVCOUNT,Hong Kong,"Poverty headcount, $1.90 threshold",Million people,2028,0.007308,HKG
Female,POVCOUNT,Hungary,"Poverty headcount, $1.90 threshold",Million people,2028,0.006686,HUN
Female,POVCOUNT,Iceland,"Poverty headcount, $1.90 threshold",Million people,2028,0.000172,ISL
Female,POVCOUNT,India,"Poverty headcount, $1.90 threshold",Million people,2028,40.97638,IND
Female,POVCOUNT,Indonesia,"Poverty headcount, $1.90 threshold",Million people,2028,3.402879,IDN
Female,POVCOUNT,Iran,"Poverty headcount, $1.90 threshold",Million people,2028,0.413147,IRN
Female,POVCOUNT,Iraq,"Poverty headcount, $1.90 threshold",Million people,2028,0.172467,IRQ
Female,POVCOUNT,Ireland,"Poverty headcount, $1.90 threshold",Million people,2028,4.4e-05,IRL
Female,POVCOUNT,Israel,"Poverty headcount, $1.90 threshold",Million people,2028,0.04467,ISR
Female,POVCOUNT,Italy,"Poverty headcount, $1.90 threshold",Million people,2028,0.275888,ITA
Female,POVCOUNT,Jamaica,"Poverty headcount, $1.90 threshold",Million people,2028,0.031937,JAM
Female,POVCOUNT,Japan,"Poverty headcount, $1.90 threshold",Million people,2028,0.326358,JPN
Female,POVCOUNT,Jordan,"Poverty headcount, $1.90 threshold",Million people,2028,0.002401,JOR
Female,POVCOUNT,Kazakhstan,"Poverty headcount, $1.90 threshold",Million people,2028,0.003854,KAZ
Female,POVCOUNT,Kenya,"Poverty headcount, $1.90 threshold",Million people,2028,7.921799,KEN
Female,POVCOUNT,North Korea,"Poverty headcount, $1.90 threshold",Million people,2028,3.509926,PRK
Female,POVCOUNT,South Korea,"Poverty headcount, $1.90 threshold",Million people,2028,0.00979,KOR
Female,POVCOUNT,Kosovo,"Poverty headcount, $1.90 threshold",Million people,2028,0.017426,XKX
Female,POVCOUNT,Kuwait,"Poverty headcount, $1.90 threshold",Million people,2028,0.001356,KWT
